"2020M06D24";33;8
"2020M06D25";36;9
"2020M06D26";31;11
"2020M06D27";29;11
"2020M06D28";30;10
"2020M06D29";35;9
"2020M06D30";32;10
"2020M07D01";29;11
"2020M07D02";29;9
"2020M07D03";27;6
"2020M07D04";26;6
"2020M07D05";24;6
"2020M07D06";23;7
"2020M07D07";17;5
"2020M07D08";18;5
"2020M07D09";18;5
"2020M07D10";17;4
"2020M07D11";15;5
"2020M07D12";18;6
"2020M07D13";18;6
"2020M07D14";17;6
"2020M07D15";19;6
"2020M07D16";17;5
"2020M07D17";20;5
"2020M07D18";16;2
"2020M07D19";19;3
"2020M07D20";18;3
"2020M07D21";18;4
"2020M07D22";16;4
"2020M07D23";19;3
"2020M07D24";16;3
"2020M07D25";17;3
"2020M07D26";23;3
"2020M07D27";23;3
"2020M07D28";22;3
"2020M07D29";21;3
"2020M07D30";18;3
"2020M07D31";18;3
"2020M08D01";16;2
"2020M08D02";20;2
"2020M08D03";24;2
"2020M08D04";24;3
"2020M08D05";23;2
"2020M08D06";24;2
"2020M08D07";25;2
"2020M08D08";21;2
"2020M08D09";20;2
"2020M08D10";23;2
"2020M08D11";20;2
"2020M08D12";16;1
"2020M08D13";13;1
"2020M08D14";14;1
"2020M08D15";14;0
"2020M08D16";12;0
"2020M08D17";16;1
"2020M08D18";18;1
"2020M08D19";16;1
"2020M08D20";20;1
"2020M08D21";22;1
"2020M08D22";22;1
"2020M08D23";19;2
"2020M08D24";20;3
"2020M08D25";21;3
"2020M08D26";19;3
"2020M08D27";19;2
"2020M08D28";21;2
"2020M08D29";21;4
"2020M08D30";21;4
"2020M08D31";23;4
"2020M09D01";20;4
"2020M09D02";15;4
"2020M09D03";17;3
"2020M09D04";18;3
"2020M09D05";16;3
"2020M09D06";27;4
"2020M09D07";29;3
"2020M09D08";28;3
"2020M09D09";30;5
"2020M09D10";35;5
"2020M09D11";44;7
"2020M09D12";43;4
"2020M09D13";47;4
"2020M09D14";50;4
"2020M09D15";55;3
"2020M09D16";51;2
"2020M09D17";60;3
"2020M09D18";58;3
"2020M09D19";62;4
"2020M09D20";67;9
"2020M09D21";75;12
"2020M09D22";79;14
"2020M09D23";78;15
"2020M09D24";95;14
"2020M09D25";101;16
"2020M09D26";97;17
"2020M09D27";95;17
"2020M09D28";110;17
"2020M09D29";107;15
"2020M09D30";102;15
"2020M10D01";109;13
"2020M10D02";106;17
"2020M10D03";105;17
"2020M10D04";105;18
"2020M10D05";120;17
"2020M10D06";124;15
"2020M10D07";116;15
"2020M10D08";115;17
"2020M10D09";106;18
"2020M10D10";103;20
"2020M10D11";102;19
"2020M10D12";107;19
"2020M10D13";103;19
"2020M10D14";104;17
"2020M10D15";104;17
"2020M10D16";110;16
"2020M10D17";110;16
"2020M10D18";119;17
"2020M10D19";129;18
"2020M10D20";128;15
"2020M10D21";122;16
"2020M10D22";124;17
"2020M10D23";125;18
"2020M10D24";120;17
"2020M10D25";127;18
"2020M10D26";145;17
"2020M10D27";137;19
"2020M10D28";136;18
"2020M10D29";139;17
"2020M10D30";144;17
"2020M10D31";147;19
"2020M11D01";156;19
"2020M11D02";174;23
"2020M11D03";169;22
"2020M11D04";184;24
"2020M11D05";182;24
"2020M11D06";191;23
"2020M11D07";187;29
"2020M11D08";188;30
"2020M11D09";196;33
"2020M11D10";211;33
"2020M11D11";216;40
"2020M11D12";239;44
"2020M11D13";236;40
"2020M11D14";243;41
"2020M11D15";259;45
"2020M11D16";267;44
"2020M11D17";259;41
"2020M11D18";248;43
"2020M11D19";255;41
"2020M11D20";244;39
"2020M11D21";237;40
"2020M11D22";254;39
"2020M11D23";261;41
"2020M11D24";255;40
"2020M11D25";251;42
"2020M11D26";244;42
"2020M11D27";254;46
"2020M11D28";249;42
"2020M11D29";256;43
"2020M11D30";259;44
"2020M12D01";254;38
"2020M12D02";266;36
"2020M12D03";267;38
"2020M12D04";293;40
"2020M12D05";279;39
"2020M12D06";302;42
"2020M12D07";328;43
"2020M12D08";354;42
"2020M12D09";349;39
"2020M12D10";342;40
"2020M12D11";361;48
"2020M12D12";371;54
"2020M12D13";390;58
"2020M12D14";429;61
"2020M12D15";439;68
"2020M12D16";493;68
"2020M12D17";516;76
"2020M12D18";568;79
"2020M12D19";606;86
"2020M12D20";661;87
"2020M12D21";713;87
"2020M12D22";723;83
"2020M12D23";720;91
"2020M12D24";724;97
"2020M12D25";726;98
"2020M12D26";776;96
"2020M12D27";817;102
"2020M12D28";872;113
"2020M12D29";900;128
"2020M12D30";926;136
"2020M12D31";879;132
"2021M01D01";885;129
"2021M01D02";944;136
"2021M01D03";937;136
"2021M01D04";964;140
"2021M01D05";942;141
"2021M01D06";886;137
"2021M01D07";861;134
"2021M01D08";864;138
"2021M01D09";833;132
"2021M01D10";875;138
"2021M01D11";920;138
"2021M01D12";917;135
"2021M01D13";859;137
"2021M01D14";839;128
"2021M01D15";792;129
"2021M01D16";779;137
"2021M01D17";799;131
"2021M01D18";817;132
"2021M01D19";792;132
"2021M01D20";771;132
"2021M01D21";745;136
"2021M01D22";745;130
"2021M01D23";703;125
"2021M01D24";725;124
"2021M01D25";738;123
"2021M01D26";684;119
"2021M01D27";666;112
"2021M01D28";611;113
"2021M01D29";583;103
"2021M01D30";541;102
"2021M01D31";529;97
"2021M02D01";544;94
"2021M02D02";504;93
"2021M02D03";482;90
"2021M02D04";444;86
"2021M02D05";405;82
"2021M02D06";382;78
"2021M02D07";378;76
"2021M02D08";400;73
"2021M02D09";371;74
"2021M02D10";370;74
"2021M02D11";357;69
"2021M02D12";337;68
"2021M02D13";308;64
"2021M02D14";309;65
"2021M02D15";315;68
"2021M02D16";298;63
"2021M02D17";280;57
"2021M02D18";269;57
"2021M02D19";264;51
"2021M02D20";248;51
"2021M02D21";248;53
"2021M02D22";254;51
"2021M02D23";247;48
"2021M02D24";238;47
"2021M02D25";235;45
"2021M02D26";231;43
"2021M02D27";217;44
"2021M02D28";231;41
"2021M03D01";243;44
"2021M03D02";232;39
"2021M03D03";225;34
"2021M03D04";217;30
"2021M03D05";215;31
"2021M03D06";211;33
"2021M03D07";224;37
"2021M03D08";234;38
"2021M03D09";221;38
"2021M03D10";230;43
"2021M03D11";222;44
"2021M03D12";225;38
"2021M03D13";213;39
"2021M03D14";217;39
"2021M03D15";211;40
"2021M03D16";207;43
"2021M03D17";196;41
"2021M03D18";195;38
"2021M03D19";191;38
"2021M03D20";179;40
"2021M03D21";184;40
"2021M03D22";192;42
"2021M03D23";214;46
"2021M03D24";216;46
"2021M03D25";214;44
"2021M03D26";207;40
"2021M03D27";192;41
"2021M03D28";200;43
"2021M03D29";216;41
"2021M03D30";226;41
"2021M03D31";218;43
"2021M04D01";211;39
"2021M04D02";211;41
"2021M04D03";215;39
"2021M04D04";211;39
"2021M04D05";220;40
"2021M04D06";219;38
"2021M04D07";237;34
"2021M04D08";237;37
"2021M04D09";221;37
"2021M04D10";208;38
"2021M04D11";211;38
"2021M04D12";207;40
"2021M04D13";197;39
"2021M04D14";204;41
"2021M04D15";191;37
"2021M04D16";185;36
"2021M04D17";173;40
"2021M04D18";181;35
"2021M04D19";199;36
"2021M04D20";194;38
"2021M04D21";191;41
"2021M04D22";191;44
"2021M04D23";190;42
"2021M04D24";177;40
"2021M04D25";181;40
"2021M04D26";177;39
"2021M04D27";172;36
"2021M04D28";181;32
"2021M04D29";173;30
"2021M04D30";176;35
"2021M05D01";174;37
"2021M05D02";179;37
"2021M05D03";184;42
"2021M05D04";163;43
"2021M05D05";161;40
"2021M05D06";156;34
"2021M05D07";157;31
"2021M05D08";143;30
"2021M05D09";150;31
"2021M05D10";153;27
"2021M05D11";165;32
"2021M05D12";158;29
"2021M05D13";154;36
"2021M05D14";163;33
"2021M05D15";162;33
"2021M05D16";164;32
"2021M05D17";173;29
"2021M05D18";166;31
"2021M05D19";163;33
"2021M05D20";160;33
"2021M05D21";143;31
"2021M05D22";146;32
"2021M05D23";139;35
"2021M05D24";143;37
"2021M05D25";148;36
"2021M05D26";148;36
"2021M05D27";149;36
"2021M05D28";143;33
"2021M05D29";144;33
"2021M05D30";148;32
"2021M05D31";153;34
"2021M06D01";155;36
"2021M06D02";157;37
"2021M06D03";143;34
"2021M06D04";145;32
"2021M06D05";134;30
"2021M06D06";138;29
"2021M06D07";137;27
"2021M06D08";124;27
"2021M06D09";122;27
"2021M06D10";120;22
"2021M06D11";111;23
"2021M06D12";99;20
"2021M06D13";98;20
"2021M06D14";102;20
"2021M06D15";101;19
"2021M06D16";93;20
"2021M06D17";84;19
"2021M06D18";84;20
"2021M06D19";76;20
"2021M06D20";80;19
"2021M06D21";82;17
"2021M06D22";67;18
"2021M06D23";64;15
"2021M06D24";68;16
"2021M06D25";65;17
"2021M06D26";63;17
"2021M06D27";66;17
"2021M06D28";65;14
"2021M06D29";62;14
"2021M06D30";55;12
"2021M07D01";52;12
"2021M07D02";48;11
"2021M07D03";43;10
"2021M07D04";39;9
"2021M07D05";40;9
"2021M07D06";43;8
"2021M07D07";39;9
"2021M07D08";38;8
"2021M07D09";35;9
"2021M07D10";28;9
"2021M07D11";29;9
"2021M07D12";37;9
"2021M07D13";47;10
"2021M07D14";51;12
"2021M07D15";51;11
"2021M07D16";53;11
"2021M07D17";55;10
"2021M07D18";53;10
"2021M07D19";50;9
"2021M07D20";50;10
"2021M07D21";55;12
"2021M07D22";57;13
"2021M07D23";55;11
"2021M07D24";56;10
"2021M07D25";59;10
"2021M07D26";60;10
"2021M07D27";61;10
"2021M07D28";64;10
"2021M07D29";57;10
"2021M07D30";56;8
"2021M07D31";54;8
"2021M08D01";57;8
"2021M08D02";54;8
"2021M08D03";62;8
"2021M08D04";59;8
"2021M08D05";62;9
"2021M08D06";69;12
"2021M08D07";67;12
"2021M08D08";80;13
"2021M08D09";83;13
"2021M08D10";85;14
"2021M08D11";103;18
"2021M08D12";113;16
"2021M08D13";101;14
"2021M08D14";94;16
"2021M08D15";107;15
"2021M08D16";117;15
"2021M08D17";101;15
"2021M08D18";105;16
"2021M08D19";116;15
"2021M08D20";115;16
"2021M08D21";115;15
"2021M08D22";124;20
"2021M08D23";131;18
"2021M08D24";131;20
"2021M08D25";133;21
"2021M08D26";127;19
"2021M08D27";126;19
"2021M08D28";124;19
"2021M08D29";129;19
"2021M08D30";142;22
"2021M08D31";147;21
"2021M09D01";134;25
"2021M09D02";132;25
"2021M09D03";137;26
"2021M09D04";121;26
"2021M09D05";124;26
"2021M09D06";125;26
"2021M09D07";123;26
"2021M09D08";128;28
"2021M09D09";132;28
"2021M09D10";132;29
"2021M09D11";124;32
"2021M09D12";125;32
"2021M09D13";125;30
"2021M09D14";117;30
"2021M09D15";116;28
"2021M09D16";102;26
"2021M09D17";105;24
"2021M09D18";97;23
"2021M09D19";98;23
"2021M09D20";99;22
"2021M09D21";96;22
"2021M09D22";89;22
"2021M09D23";87;18
"2021M09D24";87;17
"2021M09D25";77;18
"2021M09D26";85;17
"2021M09D27";95;18
"2021M09D28";93;15
"2021M09D29";89;16
"2021M09D30";93;18
"2021M10D01";83;15
"2021M10D02";85;12
"2021M10D03";82;12
"2021M10D04";86;12
"2021M10D05";87;13
"2021M10D06";95;11
"2021M10D07";98;11
"2021M10D08";88;14
"2021M10D09";77;17
"2021M10D10";83;15
"2021M10D11";89;17
"2021M10D12";89;17
"2021M10D13";91;18
"2021M10D14";90;16
"2021M10D15";105;14
"2021M10D16";110;15
"2021M10D17";120;15
"2021M10D18";121;13
"2021M10D19";120;15
"2021M10D20";126;11
"2021M10D21";132;14
"2021M10D22";144;16
"2021M10D23";156;16
"2021M10D24";167;19
"2021M10D25";186;20
"2021M10D26";195;22
"2021M10D27";200;23
"2021M10D28";212;24
"2021M10D29";221;28
"2021M10D30";219;26
"2021M10D31";233;24
"2021M11D01";248;29
"2021M11D02";255;32
"2021M11D03";264;30
"2021M11D04";246;31
"2021M11D05";263;35
"2021M11D06";277;36
"2021M11D07";282;40
"2021M11D08";303;36
"2021M11D09";315;39
"2021M11D10";319;39
"2021M11D11";307;41
"2021M11D12";316;43
"2021M11D13";319;38
"2021M11D14";346;40
"2021M11D15";356;40
"2021M11D16";371;44
"2021M11D17";369;47
"2021M11D18";362;50
"2021M11D19";378;48
"2021M11D20";386;50
"2021M11D21";414;51
"2021M11D22";438;50
"2021M11D23";444;49
"2021M11D24";435;49
"2021M11D25";411;48
"2021M11D26";426;53
"2021M11D27";418;50
"2021M11D28";435;51
"2021M11D29";446;60
"2021M11D30";433;60
"2021M12D01";439;61
"2021M12D02";427;57
"2021M12D03";449;57
"2021M12D04";434;58
"2021M12D05";447;58
"2021M12D06";468;65
"2021M12D07";465;66
"2021M12D08";461;66
"2021M12D09";460;67
"2021M12D10";472;65
"2021M12D11";455;60
"2021M12D12";468;65
"2021M12D13";487;67
"2021M12D14";498;70
