"3. stik dato";"Regionsnavn";"Antal 3. stik"
2021-12-16;Nordjylland;11329
2021-12-16;Midtjylland;34021
2021-12-16;Syddanmark;37608
2021-12-16;Hovedstaden;45726
2021-12-16;Sjælland;19224
2021-12-17;Nordjylland;12941
2021-12-17;Midtjylland;35879
2021-12-17;Syddanmark;35038
2021-12-17;Hovedstaden;41011
2021-12-17;Sjælland;21047
2021-12-18;Nordjylland;9753
2021-12-18;Midtjylland;18140
2021-12-18;Syddanmark;19588
2021-12-18;Hovedstaden;20625
2021-12-18;Sjælland;14553
2021-12-19;Nordjylland;10397
2021-12-19;Midtjylland;15431
2021-12-19;Syddanmark;16289
2021-12-19;Hovedstaden;14616
2021-12-19;Sjælland;14192
2021-12-20;Nordjylland;19265
2021-12-20;Midtjylland;33412
2021-12-20;Syddanmark;30033
2021-12-20;Hovedstaden;31927
2021-12-20;Sjælland;18393
2021-12-21;Nordjylland;16108
2021-12-21;Midtjylland;25968
2021-12-21;Syddanmark;25398
2021-12-21;Hovedstaden;24172
2021-12-21;Sjælland;17148
2021-12-22;Nordjylland;12462
2021-12-22;Midtjylland;22345
2021-12-22;Syddanmark;20624
2021-12-22;Hovedstaden;21850
2021-12-22;Sjælland;16126
2021-12-23;Nordjylland;9274
2021-12-23;Midtjylland;16723
2021-12-23;Syddanmark;13666
2021-12-23;Hovedstaden;24044
2021-12-23;Sjælland;12078
2021-12-24;Nordjylland;2888
2021-12-24;Midtjylland;577
2021-12-24;Syddanmark;183
2021-12-24;Hovedstaden;3791
2021-12-24;Sjælland;1948
2021-12-25;Nordjylland;5031
2021-12-25;Midtjylland;3299
2021-12-25;Syddanmark;182
2021-12-25;Hovedstaden;6746
2021-12-25;Sjælland;2689
2021-12-26;Nordjylland;6786
2021-12-26;Midtjylland;5144
2021-12-26;Syddanmark;4235
2021-12-26;Hovedstaden;8627
2021-12-26;Sjælland;2807
2021-12-27;Nordjylland;8929
2021-12-27;Midtjylland;22836
2021-12-27;Syddanmark;20563
2021-12-27;Hovedstaden;25302
2021-12-27;Sjælland;13595
2021-12-28;Nordjylland;8886
2021-12-28;Midtjylland;23165
2021-12-28;Syddanmark;19047
2021-12-28;Hovedstaden;22417
2021-12-28;Sjælland;11662
2021-12-29;Nordjylland;9294
2021-12-29;Midtjylland;18517
2021-12-29;Syddanmark;15704
2021-12-29;Hovedstaden;18615
2021-12-29;Sjælland;12357
2021-12-30;Nordjylland;6324
2021-12-30;Midtjylland;9748
2021-12-30;Syddanmark;10203
2021-12-30;Hovedstaden;11897
2021-12-30;Sjælland;5537
2021-12-31;Nordjylland;959
2021-12-31;Midtjylland;278
2021-12-31;Syddanmark;601
2021-12-31;Hovedstaden;2099
2021-12-31;Sjælland;914
2022-01-01;Nordjylland;1811
2022-01-01;Midtjylland;602
2022-01-01;Syddanmark;156
2022-01-01;Hovedstaden;3267
2022-01-01;Sjælland;1082
2022-01-02;Nordjylland;3751
2022-01-02;Midtjylland;6246
2022-01-02;Syddanmark;8654
2022-01-02;Hovedstaden;9123
2022-01-02;Sjælland;5111
2022-01-03;Nordjylland;5289
2022-01-03;Midtjylland;16124
2022-01-03;Syddanmark;13290
2022-01-03;Hovedstaden;14953
2022-01-03;Sjælland;7253
2022-01-04;Nordjylland;5433
2022-01-04;Midtjylland;13272
2022-01-04;Syddanmark;12125
2022-01-04;Hovedstaden;16075
2022-01-04;Sjælland;6521
2022-01-05;Nordjylland;4044
2022-01-05;Midtjylland;11273
2022-01-05;Syddanmark;11125
2022-01-05;Hovedstaden;13896
2022-01-05;Sjælland;6603
2022-01-06;Nordjylland;4134
2022-01-06;Midtjylland;10783
2022-01-06;Syddanmark;9985
2022-01-06;Hovedstaden;13368
2022-01-06;Sjælland;5220
2022-01-07;Nordjylland;3900
2022-01-07;Midtjylland;12178
2022-01-07;Syddanmark;11366
2022-01-07;Hovedstaden;13022
2022-01-07;Sjælland;5254
2022-01-08;Nordjylland;3401
2022-01-08;Midtjylland;3735
2022-01-08;Syddanmark;5918
2022-01-08;Hovedstaden;7825
2022-01-08;Sjælland;3481
2022-01-09;Nordjylland;3914
2022-01-09;Midtjylland;2908
2022-01-09;Syddanmark;4811
2022-01-09;Hovedstaden;7363
2022-01-09;Sjælland;2876
2022-01-10;Nordjylland;3036
2022-01-10;Midtjylland;8381
2022-01-10;Syddanmark;8330
2022-01-10;Hovedstaden;11222
2022-01-10;Sjælland;4049
2022-01-11;Nordjylland;2866
2022-01-11;Midtjylland;7341
2022-01-11;Syddanmark;6253
2022-01-11;Hovedstaden;8136
2022-01-11;Sjælland;3378
2022-01-12;Nordjylland;2261
2022-01-12;Midtjylland;7330
2022-01-12;Syddanmark;7132
2022-01-12;Hovedstaden;9085
2022-01-12;Sjælland;5754
2022-01-13;Nordjylland;3298
2022-01-13;Midtjylland;9133
2022-01-13;Syddanmark;7805
2022-01-13;Hovedstaden;10543
2022-01-13;Sjælland;5155
2022-01-14;Nordjylland;4034
2022-01-14;Midtjylland;9120
2022-01-14;Syddanmark;8533
2022-01-14;Hovedstaden;9905
2022-01-14;Sjælland;4548
2022-01-15;Nordjylland;2243
2022-01-15;Midtjylland;3493
2022-01-15;Syddanmark;4139
2022-01-15;Hovedstaden;6429
2022-01-15;Sjælland;3270
2022-01-16;Nordjylland;2902
2022-01-16;Midtjylland;2637
2022-01-16;Syddanmark;4228
2022-01-16;Hovedstaden;7441
2022-01-16;Sjælland;3481
2022-01-17;Nordjylland;2680
2022-01-17;Midtjylland;8614
2022-01-17;Syddanmark;7145
2022-01-17;Hovedstaden;10582
2022-01-17;Sjælland;4156
2022-01-18;Nordjylland;2888
2022-01-18;Midtjylland;7274
2022-01-18;Syddanmark;5507
2022-01-18;Hovedstaden;7810
2022-01-18;Sjælland;2863
2022-01-19;Nordjylland;2182
2022-01-19;Midtjylland;6027
2022-01-19;Syddanmark;4773
2022-01-19;Hovedstaden;6332
2022-01-19;Sjælland;3707
2022-01-20;Nordjylland;1707
2022-01-20;Midtjylland;5061
2022-01-20;Syddanmark;4223
2022-01-20;Hovedstaden;6042
2022-01-20;Sjælland;2247
2022-01-21;Nordjylland;2680
2022-01-21;Midtjylland;5640
2022-01-21;Syddanmark;4849
2022-01-21;Hovedstaden;5968
2022-01-21;Sjælland;2147
2022-01-22;Nordjylland;959
2022-01-22;Midtjylland;1953
2022-01-22;Syddanmark;2107
2022-01-22;Hovedstaden;3799
2022-01-22;Sjælland;1284
2022-01-23;Nordjylland;2380
2022-01-23;Midtjylland;956
2022-01-23;Syddanmark;1710
2022-01-23;Hovedstaden;3852
2022-01-23;Sjælland;1343
2022-01-24;Nordjylland;1275
2022-01-24;Midtjylland;4606
2022-01-24;Syddanmark;3559
2022-01-24;Hovedstaden;5167
2022-01-24;Sjælland;1593
2022-01-25;Nordjylland;1076
2022-01-25;Midtjylland;3473
2022-01-25;Syddanmark;2864
2022-01-25;Hovedstaden;3970
2022-01-25;Sjælland;1371
2022-01-26;Nordjylland;959
2022-01-26;Midtjylland;2601
2022-01-26;Syddanmark;2295
2022-01-26;Hovedstaden;3335
2022-01-26;Sjælland;1760
2022-01-27;Nordjylland;1039
2022-01-27;Midtjylland;2430
2022-01-27;Syddanmark;2057
2022-01-27;Hovedstaden;3085
2022-01-27;Sjælland;956
2022-01-28;Nordjylland;1175
2022-01-28;Midtjylland;2642
2022-01-28;Syddanmark;2457
2022-01-28;Hovedstaden;2922
2022-01-28;Sjælland;1032
2022-01-29;Nordjylland;653
2022-01-29;Midtjylland;907
2022-01-29;Syddanmark;908
2022-01-29;Hovedstaden;1680
2022-01-29;Sjælland;594
2022-01-30;Nordjylland;647
2022-01-30;Midtjylland;349
2022-01-30;Syddanmark;634
2022-01-30;Hovedstaden;1366
2022-01-30;Sjælland;521
2022-01-31;Nordjylland;614
2022-01-31;Midtjylland;1818
2022-01-31;Syddanmark;1726
2022-01-31;Hovedstaden;2598
2022-01-31;Sjælland;736
2022-02-01;Nordjylland;496
2022-02-01;Midtjylland;1253
2022-02-01;Syddanmark;1106
2022-02-01;Hovedstaden;1873
2022-02-01;Sjælland;537
2022-02-02;Nordjylland;265
2022-02-02;Midtjylland;1173
2022-02-02;Syddanmark;956
2022-02-02;Hovedstaden;1776
2022-02-02;Sjælland;863
2022-02-03;Nordjylland;500
2022-02-03;Midtjylland;1060
2022-02-03;Syddanmark;856
2022-02-03;Hovedstaden;1577
2022-02-03;Sjælland;477
2022-02-04;Nordjylland;576
2022-02-04;Midtjylland;1111
2022-02-04;Syddanmark;955
2022-02-04;Hovedstaden;1569
2022-02-04;Sjælland;556
2022-02-05;Nordjylland;315
2022-02-05;Midtjylland;313
2022-02-05;Syddanmark;524
2022-02-05;Hovedstaden;1016
2022-02-05;Sjælland;349
2022-02-06;Nordjylland;380
2022-02-06;Midtjylland;189
2022-02-06;Syddanmark;372
2022-02-06;Hovedstaden;948
2022-02-06;Sjælland;319
2022-02-07;Nordjylland;290
2022-02-07;Midtjylland;1000
2022-02-07;Syddanmark;721
2022-02-07;Hovedstaden;1564
2022-02-07;Sjælland;367
2022-02-08;Nordjylland;368
2022-02-08;Midtjylland;801
2022-02-08;Syddanmark;668
2022-02-08;Hovedstaden;1270
2022-02-08;Sjælland;321
2022-02-09;Nordjylland;251
2022-02-09;Midtjylland;816
2022-02-09;Syddanmark;559
2022-02-09;Hovedstaden;1209
2022-02-09;Sjælland;587
2022-02-10;Nordjylland;242
2022-02-10;Midtjylland;803
2022-02-10;Syddanmark;584
2022-02-10;Hovedstaden;1156
2022-02-10;Sjælland;328
2022-02-11;Nordjylland;303
2022-02-11;Midtjylland;744
2022-02-11;Syddanmark;598
2022-02-11;Hovedstaden;1165
2022-02-11;Sjælland;333
2022-02-12;Nordjylland;200
2022-02-12;Midtjylland;214
2022-02-12;Syddanmark;351
2022-02-12;Hovedstaden;825
2022-02-12;Sjælland;213
2022-02-13;Nordjylland;247
2022-02-13;Midtjylland;133
2022-02-13;Syddanmark;260
2022-02-13;Hovedstaden;751
2022-02-13;Sjælland;203
2022-02-14;Nordjylland;190
2022-02-14;Midtjylland;671
2022-02-14;Syddanmark;378
2022-02-14;Hovedstaden;730
2022-02-14;Sjælland;264
2022-02-15;Nordjylland;169
2022-02-15;Midtjylland;443
2022-02-15;Syddanmark;388
2022-02-15;Hovedstaden;736
2022-02-15;Sjælland;177
2022-02-16;Nordjylland;95
2022-02-16;Midtjylland;415
2022-02-16;Syddanmark;333
2022-02-16;Hovedstaden;749
2022-02-16;Sjælland;380
2022-02-17;Nordjylland;206
2022-02-17;Midtjylland;496
2022-02-17;Syddanmark;316
2022-02-17;Hovedstaden;740
2022-02-17;Sjælland;212
2022-02-18;Nordjylland;162
2022-02-18;Midtjylland;404
2022-02-18;Syddanmark;314
2022-02-18;Hovedstaden;679
2022-02-18;Sjælland;230
2022-02-19;Nordjylland;134
2022-02-19;Midtjylland;40
2022-02-19;Syddanmark;145
2022-02-19;Hovedstaden;438
2022-02-19;Sjælland;111
2022-02-20;Nordjylland;132
2022-02-20;Midtjylland;9
2022-02-20;Syddanmark;129
2022-02-20;Hovedstaden;392
2022-02-20;Sjælland;109
2022-02-21;Nordjylland;141
2022-02-21;Midtjylland;506
2022-02-21;Syddanmark;386
2022-02-21;Hovedstaden;591
2022-02-21;Sjælland;221
2022-02-22;Nordjylland;165
2022-02-22;Midtjylland;465
2022-02-22;Syddanmark;335
2022-02-22;Hovedstaden;799
2022-02-22;Sjælland;194
2022-02-23;Nordjylland;67
2022-02-23;Midtjylland;352
2022-02-23;Syddanmark;312
2022-02-23;Hovedstaden;724
2022-02-23;Sjælland;350
2022-02-24;Nordjylland;175
2022-02-24;Midtjylland;423
2022-02-24;Syddanmark;349
2022-02-24;Hovedstaden;713
2022-02-24;Sjælland;227
2022-02-25;Nordjylland;78
2022-02-25;Midtjylland;400
2022-02-25;Syddanmark;345
2022-02-25;Hovedstaden;539
2022-02-25;Sjælland;130
2022-02-26;Nordjylland;191
2022-02-26;Midtjylland;102
2022-02-26;Syddanmark;156
2022-02-26;Hovedstaden;318
2022-02-26;Sjælland;97
2022-02-27;Nordjylland;31
2022-02-27;Midtjylland;81
2022-02-27;Syddanmark;108
2022-02-27;Hovedstaden;475
2022-02-27;Sjælland;109
2022-02-28;Nordjylland;144
2022-02-28;Midtjylland;401
2022-02-28;Syddanmark;305
2022-02-28;Hovedstaden;568
2022-02-28;Sjælland;132
2022-03-01;Nordjylland;70
2022-03-01;Midtjylland;286
2022-03-01;Syddanmark;257
2022-03-01;Hovedstaden;711
2022-03-01;Sjælland;132
2022-03-02;Nordjylland;111
2022-03-02;Midtjylland;313
2022-03-02;Syddanmark;243
2022-03-02;Hovedstaden;608
2022-03-02;Sjælland;174
2022-03-03;Nordjylland;22
2022-03-03;Midtjylland;270
2022-03-03;Syddanmark;237
2022-03-03;Hovedstaden;609
2022-03-03;Sjælland;150
2022-03-04;Nordjylland;15
2022-03-04;Midtjylland;380
2022-03-04;Syddanmark;239
2022-03-04;Hovedstaden;436
2022-03-04;Sjælland;133
2022-03-05;Nordjylland;197
2022-03-05;Midtjylland;93
2022-03-05;Syddanmark;138
2022-03-05;Hovedstaden;344
2022-03-05;Sjælland;67
2022-03-06;Nordjylland;66
2022-03-06;Midtjylland;92
2022-03-06;Syddanmark;109
2022-03-06;Hovedstaden;534
2022-03-06;Sjælland;77
2022-03-07;Nordjylland;108
2022-03-07;Midtjylland;332
2022-03-07;Syddanmark;222
2022-03-07;Hovedstaden;458
2022-03-07;Sjælland;148
2022-03-08;Nordjylland;18
2022-03-08;Midtjylland;225
2022-03-08;Syddanmark;196
2022-03-08;Hovedstaden;668
2022-03-08;Sjælland;109
2022-03-09;Nordjylland;19
2022-03-09;Midtjylland;177
2022-03-09;Syddanmark;206
2022-03-09;Hovedstaden;472
2022-03-09;Sjælland;141
2022-03-10;Nordjylland;41
2022-03-10;Midtjylland;231
2022-03-10;Syddanmark;206
2022-03-10;Hovedstaden;597
2022-03-10;Sjælland;105
2022-03-11;Nordjylland;16
2022-03-11;Midtjylland;311
2022-03-11;Syddanmark;205
2022-03-11;Hovedstaden;348
2022-03-11;Sjælland;122
2022-03-12;Nordjylland;45
2022-03-12;Midtjylland;43
2022-03-12;Syddanmark;111
2022-03-12;Hovedstaden;165
2022-03-12;Sjælland;57
2022-03-13;Nordjylland;189
2022-03-13;Midtjylland;9
2022-03-13;Syddanmark;99
2022-03-13;Hovedstaden;521
2022-03-13;Sjælland;72
2022-03-14;Nordjylland;16
2022-03-14;Midtjylland;346
2022-03-14;Syddanmark;185
2022-03-14;Hovedstaden;432
2022-03-14;Sjælland;119
2022-03-15;Nordjylland;13
2022-03-15;Midtjylland;212
2022-03-15;Syddanmark;204
2022-03-15;Hovedstaden;579
2022-03-15;Sjælland;111
2022-03-16;Nordjylland;15
2022-03-16;Midtjylland;181
2022-03-16;Syddanmark;182
2022-03-16;Hovedstaden;423
2022-03-16;Sjælland;129
2022-03-17;Nordjylland;17
2022-03-17;Midtjylland;198
2022-03-17;Syddanmark;161
2022-03-17;Hovedstaden;573
2022-03-17;Sjælland;108
2022-03-18;Nordjylland;10
2022-03-18;Midtjylland;279
2022-03-18;Syddanmark;121
2022-03-18;Hovedstaden;325
2022-03-18;Sjælland;120
2022-03-19;Nordjylland;82
2022-03-19;Midtjylland;33
2022-03-19;Syddanmark;93
2022-03-19;Hovedstaden;163
2022-03-19;Sjælland;49
2022-03-20;Nordjylland;208
2022-03-20;Midtjylland;10
2022-03-20;Syddanmark;67
2022-03-20;Hovedstaden;464
2022-03-20;Sjælland;53
2022-03-21;Nordjylland;12
2022-03-21;Midtjylland;339
2022-03-21;Syddanmark;153
2022-03-21;Hovedstaden;346
2022-03-21;Sjælland;73
